TraceView Name:,Verifications,,,,,,
,,,,,,,
1 Level Upstream,,,,Source,,,
Item Type,ID,Name,Description,Item Type,ID,Name,Description
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1625,Network share setup,"Preconfiguration Bridge Computer and corporate network


 

SRD0022 Ref 6002 Network setup Bridge and Corporate network


  


 1. Identify the test user for the corporate side test

2. On corporate side of Bridge configure 2 shares

    a. Read/Write to the test user in step 1

    b. Read Only to the test user in step 1

3. In the Read Only share from step 2 (add the file using a user other than the user from step 1)


  


 Growth Direct 


 In general setting enable the bridge computer and Save the setting. If the error ""Failed to connect to the Bridge Computer. Please check the network cable and confirm if the Bridge computer is started."" is shown double check the wiring of the bridge computer to the Growth Direct. See WI0118.


  


  


  


  


  


 

 "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1630,LIMS Setup,"Preconfiguration LIMS shares on corporate network and configure LIMS in Growth Direct


 

SRD0022 Ref 6002 Corporate network LIMS setup and 


  


 1. Identify the test user for the corporate side test

2. On corporate side of Bridge configure 3 shares for LIMS, these will mirror the setup on the bridge computer these shares must be set read/write to everyone and the root directory LIMS must be shared.

    a. \\{server}\{server path}\LIMS\Receipts

    b. \\{server}\{server path}\LIMS\Requests


     c.\\{server}\{server path}\ LIMS\Results


  


 Growth Direct LIMS setup


 1. LIMS must be turned on for this test. See WI0066 for instructions on how to turn on LIMS.


 2. Select LIMS from the main menu


  


  


  


  


 3. From the LIMS menu select LIMS result file


  


  


  


 4. In the Select the LIMS test results fields to Export select the Check option to select everything then Save the setting.


  


  

 


 5. Update the LIMS settings with all options selected, network location and domain user to access the shares then select update and save the settings


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1631,LIMS Sample ID setup,"Configuration LIMS Sample ID setup


  


 1. Create a Method 


  


  


 2. Configure an Action Alert Level


  


  


 

3. Configure a Handling Rule


  


 4. Configure Samples


  5. Configure the Work List


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1626,GD archive database setup,"Preconfiguration Growth Direct DB archive to corporate network test


  


  DO NOT RUN THIS ON AN INSTRUMENT  


  THIS IS A SIMULATOR TEST ONLY. 


 

SRD0022 Ref 6002 Archive Database setup


  


 1. Use unit 33's database \\\10.0.0.48\sqa\2018_SW_Projects\2.3.3_GD_System\VVR\PRD\SRD_1004_TFS_3585 FR Reports need be run against an Archive Database\Test Data\Databases for testing

2. Use simulator and Unit 33's database

3. Delete current GrowthDirect and Archive Database

4.  Unplug network cable from your simulator machine so system will not send out notification email for this simulator. 

5. Restore Unit33's database

6. Launch GrowthDirect, open user role, modify operator (add more role for example) and save it


 7. Remove the System Email Recipient from the IT Setting on the Growth Direct and save it.


 8. Restore the network cable unplugged in step 4."
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1627,Network share DB backup to corporate server,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
,,,,Verification,GDP-Verfication-1741,Network share DB backup to corporate server - non-admin user logged into Bridge computer,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional and a non-admin user is logged into the bridge.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1632,Network share LIMS Operation to corporate server,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional.


  


 The following tests must be executed before starting the steps below:


  


  


 GDP-Verification-1630 LIMS Setup


 GDP-Verification-1631 LIMS Sample ID setup


  


 LIMS Request file generator


  


  


  


  


  "
,,,,Verification,GDP-Verfication-1742,Network share LIMS Operation to corporate server non-admin User logged into Bridge Computer,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional. This case requires the user on the bridge computer to be a non-admin user


  


 The following tests must be executed before starting the steps below:


  


  


 GDP-Verification-1630 LIMS Setup


 GDP-Verification-1631 LIMS Sample ID setup


  


 LIMS Request file generator


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1638,Network share LIMS Operation to corporate server Network Down,"Positive test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is functional.


  


 The following tests must be executed before starting the steps below:


  


  


 GDP-Verification-1630 LIMS Setup


 GDP-Verification-1631 LIMS Sample ID setup


  


 LIMS Request file generator


  


  


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1629,Network share DB backup to corporate server - share marked read-only,"Negative test case for SRD 0022 Item 6002. This tests demonstrates that the feature handles errors writing to the network share.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
Technical Requirement,GDP-GDSTR-121,Bridge Computer tests customer network locations for loss of connectivity,"Bridge Computer shall actively test customer network locations for loss of connectivity.  Locations to test; database backup path, LIMS paths",Verification,GDP-Verfication-1628,Network share DB backup to corporate server - Network down,"Negative test case for SRD 0022 Item 6002. This tests demonstrates that the feature is working when the network is interupted then restored.


  


 The following tests must be executed before starting the steps below:


 GDP-Verification-1625 Network share setup - this sets up the network


 GDP-Verification-1626 GD archive database setup - this created an archive database for testing


  


 IT Settings Database Backup settings


  


  


  


 IT Network Credentials:


  


  


  


 IT Log File Settings


  


  


  "
,,,,Folder,GDP-FLD-192,SRD1016 Ability to display LIMS ID instead of cassette SN for Audit Reports,
Technical Requirement,GDP-GDSTR-22,Display LIMS ID instead of SN,"For Audit reports, the System shall have ability to display LIMS ID instead of cassette SN.",Verification,GDP-Verfication-1866,Test the display of LIMS ID in User Activity in Audit Report ,"This test is to test 20 character LIMS ID with Multiple 20-character Sample IDs


  "
Technical Requirement,GDP-GDSTR-22,Display LIMS ID instead of SN,"For Audit reports, the System shall have ability to display LIMS ID instead of cassette SN.",Verification,GDP-Verfication-1867,Test LIMS ID of cancel order displays in User Activity in Audit Report ,"This test is to test 20 character LIMS ID with Multiple 20-character Sample IDs


  "
,,,,Folder,GDP-FLD-193,SRD 6001 SRD 1019 Bridge computer using customer SMTP server,
Technical Requirement,GDP-GDSTR-24,Use Customer's SMTP server,System shall have ability to configure  Bridge Computer to use Customer's SMTP server (instead of  Bridge Computer SMTP server),Verification,GDP-Verfication-1635,SRD 6001 Overview,Ability to configure Bridge Computer to use Customer's SMTP server
Technical Requirement,GDP-GDSTR-24,Use Customer's SMTP server,System shall have ability to configure  Bridge Computer to use Customer's SMTP server (instead of  Bridge Computer SMTP server),Verification,GDP-Verfication-1634,SRD 6001 Use customers SMTP server,"Testing requires an instrument or simulator configured with a bridge computer.  


  


   Bridge computer SMTP setup is required as per     RDT0047 SMTP Server Installation Instructions Rev A  


  


   Growth Direct configuration  


  


      


  


  


  


  "
